timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1675427212396,65,/sync-2 695,200,OK,Thread Group 1-1,text,true,,535,794,1,1,https://gum.criteo.com/sync?c=405&r=2&j=rtus_callback,65,0,0
1675427212462,5895,/-2 448,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: push.services.mozilla.com:443 failed to respond,Thread Group 1-1,text,false,,2072,0,1,1,https://push.services.mozilla.com/,0,0,709
1675427218359,44,/api/v1/utils/xray/batch?p=resplash&pgid=ldje8xbz.h6&o_v=1113-2 697,200,OK,Thread Group 1-1,bin,true,,7563,2019,1,1,https://mail.ru/api/v1/utils/xray/batch?p=resplash&pgid=ldje8xbz.h6&o_v=1113,44,0,0
1675427218404,20,/an/rtbcount/1G_XInUt0I4200000000U9nJTFrkCh-7MKZBSC6hCqkpLnKmMxgxtqXc009Fc4WeywEquDWDHzaOKXc1ufaBNjNC0OcN-W9vjLU1H2iZIA8JH0014yDCHgKq27iXumjJ26ibOxWeXBKHf6u3Cv3Oo_YbYu_XA5ZcBDYCgs3oBYE3Z0B3NyPPJ0mCSvb08akPNW0rh6Mg0BBFClq7WgjCAK3sAoO1UJELfWMl61XytPOyRVhCol2NYGNa96PM8DdBh0WafpA3Z9ZBp0Po1ZCJWmB46Sn7UMumQqce5fnaXeN2LR3Aks3o9xE34p_44ooY9MV0h1KiYyumRc3v3mECEv3O1v3O5rZ-RrsrjUVLsVdYDraWtlvW_v0by_l9PUMXD-tVie2yl82LyoGhrmmkiFG5reQ61ewRh32dV6K56TJ1ri0oWUtekyi_JtviwDIQmNRbSF02jjMhV_rVt_RXo6F6bMmm8m-mUPnWOtx4nfjZv6mLPcOOaUMVbcR-aWrc-KyuQoAxoKMErDCQx-ndiREP6neRc9jlO0TQBh23dV44k_W3zeOTnrQjUlJt1yiFTXu0wS6vgW00-2 698,200,OK,Thread Group 1-1,bin,true,,1253,1608,1,1,https://yandex.ru/an/rtbcount/1G_XInUt0I4200000000U9nJTFrkCh-7MKZBSC6hCqkpLnKmMxgxtqXc009Fc4WeywEquDWDHzaOKXc1ufaBNjNC0OcN-W9vjLU1H2iZIA8JH0014yDCHgKq27iXumjJ26ibOxWeXBKHf6u3Cv3Oo_YbYu_XA5ZcBDYCgs3oBYE3Z0B3NyPPJ0mCSvb08akPNW0rh6Mg0BBFClq7WgjCAK3sAoO1UJELfWMl61XytPOyRVhCol2NYGNa96PM8DdBh0WafpA3Z9ZBp0Po1ZCJWmB46Sn7UMumQqce5fnaXeN2LR3Aks3o9xE34p_44ooY9MV0h1KiYyumRc3v3mECEv3O1v3O5rZ-RrsrjUVLsVdYDraWtlvW_v0by_l9PUMXD-tVie2yl82LyoGhrmmkiFG5reQ61ewRh32dV6K56TJ1ri0oWUtekyi_JtviwDIQmNRbSF02jjMhV_rVt_RXo6F6bMmm8m-mUPnWOtx4nfjZv6mLPcOOaUMVbcR-aWrc-KyuQoAxoKMErDCQx-ndiREP6neRc9jlO0TQBh23dV44k_W3zeOTnrQjUlJt1yiFTXu0wS6vgW00?test-tag=29&rnd=7822405446097&confirmRatio=1000000&banner-sizes=eyIxNjMyNDA0MzAwNjk3MDYzNzAiOiIxMTAweDkwIn0%3D&pcode-active-testids=710490%2C0%2C5&confirmTime=2100000&width=1100&height=90&banner-test-tags=eyIxNjMyNDA0MzAwNjk3MDYzNzAiOiIyNTc3MDExNTA4OCJ9,20,0,0
1675427218425,24,/an/count/WPGejI_zO141LGm0f1DJPk83W1rf6mK04G8GW8200J57HzXZ000003ZWbZQ80asv0Zye4BIyQ1S7y0Bvr-AR1z0kk0O2oGP5zpIVZ0CIAg3gV9nhgd03-0S1q0Y2W8200fe1c0l80QeB41ys98AWwW00JKQavOBpWO20W0YO3iNkq_d9yO29AgWFeDMphhhDghW3a12gsOANcS3Cuol_0iWHWDQen13u4WA04ndW507m5S6AzkoZZxpyOw0MaANEdWR95l0_s1Q15wWN2T0O8VWOzg3NWAk7WOIW0O0PYHaAcB0Pk1d__m70qXaIUM5YSrzpPN9sPN8lSZStEIqow1dC2F0PWC83c1hKmrEm6qYu6mE270riCaCwLZOnM6fFPcOtwHo07Vz_W220W80GY201q27___y1rIB__t__WIC00000003mFnW0DUDlcF4-7e4wcx0-OwWLtBc3C49XE0Jxk93VnD3IvWCgDaOKO6FDRI1LSi1WxZnL4XEFVkrWEwTfYMg2xfsZu3piy0yi6XdB8J881G00~1=WOmejI_zOB805Gm0D1OImWRziW6MdjE-hCF1Yeq1W07PaMg80TcHQf01XBhBzCoJ-SC4e07umvMfsu20W0Ae0VZ3bQbRi06Iyhi7k07O_eRZ9DW1a9lzfW7W0TYPpHVe0O81-07eYDw-0Q02b8tT5B03-0M81OkeCv05sgrIi0MC-1Iu1Opu5C05ZE0no0M1qmpG1T7b2AW6gWEf1w3gV9nhgd03k0V22-07XWhG29gAa8d2W8222E08oiQk2kW91u0A0VWAWBKOw0oJ0fWDh8SlcX094SBrA5oFml4_o12WAgWJ_xMgjOpgpPyNW1I0W808w1I40g0MaANEdWR95j0Mw8ZUlW6O5wcVmXgu5mB05xNM0Q0PgWEu6O4Q__yRG23okaMW6hZ-lEgJ_9NYb06e7W6m7m787yZDlbEu8DxTAQWYhmB88WBL8l__V_-18uaZuNeKhaVXsZ-G8xNqzl2bsuRpSfWZg-cKrCsLwBDo201c1WBlkiSX4FyJmNV4C03SGxtnOgLqZi4sKGG0~1-2 699,200,OK,Thread Group 1-1,bin,true,,1253,2123,1,1,https://yandex.ru/an/count/WPGejI_zO141LGm0f1DJPk83W1rf6mK04G8GW8200J57HzXZ000003ZWbZQ80asv0Zye4BIyQ1S7y0Bvr-AR1z0kk0O2oGP5zpIVZ0CIAg3gV9nhgd03-0S1q0Y2W8200fe1c0l80QeB41ys98AWwW00JKQavOBpWO20W0YO3iNkq_d9yO29AgWFeDMphhhDghW3a12gsOANcS3Cuol_0iWHWDQen13u4WA04ndW507m5S6AzkoZZxpyOw0MaANEdWR95l0_s1Q15wWN2T0O8VWOzg3NWAk7WOIW0O0PYHaAcB0Pk1d__m70qXaIUM5YSrzpPN9sPN8lSZStEIqow1dC2F0PWC83c1hKmrEm6qYu6mE270riCaCwLZOnM6fFPcOtwHo07Vz_W220W80GY201q27___y1rIB__t__WIC00000003mFnW0DUDlcF4-7e4wcx0-OwWLtBc3C49XE0Jxk93VnD3IvWCgDaOKO6FDRI1LSi1WxZnL4XEFVkrWEwTfYMg2xfsZu3piy0yi6XdB8J881G00~1=WOmejI_zOB805Gm0D1OImWRziW6MdjE-hCF1Yeq1W07PaMg80TcHQf01XBhBzCoJ-SC4e07umvMfsu20W0Ae0VZ3bQbRi06Iyhi7k07O_eRZ9DW1a9lzfW7W0TYPpHVe0O81-07eYDw-0Q02b8tT5B03-0M81OkeCv05sgrIi0MC-1Iu1Opu5C05ZE0no0M1qmpG1T7b2AW6gWEf1w3gV9nhgd03k0V22-07XWhG29gAa8d2W8222E08oiQk2kW91u0A0VWAWBKOw0oJ0fWDh8SlcX094SBrA5oFml4_o12WAgWJ_xMgjOpgpPyNW1I0W808w1I40g0MaANEdWR95j0Mw8ZUlW6O5wcVmXgu5mB05xNM0Q0PgWEu6O4Q__yRG23okaMW6hZ-lEgJ_9NYb06e7W6m7m787yZDlbEu8DxTAQWYhmB88WBL8l__V_-18uaZuNeKhaVXsZ-G8xNqzl2bsuRpSfWZg-cKrCsLwBDo201c1WBlkiSX4FyJmNV4C03SGxtnOgLqZi4sKGG0~1?test-tag=29&rnd=8223179206324&confirmRatio=1000000&banner-sizes=eyIxNjMyNDA0MzAwNjk3MDYzNzAiOiIxMTAweDkwIn0%3D&pcode-active-testids=710490%2C0%2C5&confirmTime=2101000&width=1100&height=90&wmode=0&banner-test-tags=eyIxNjMyNDA0MzAwNjk3MDYzNzAiOiIyNTc3MDExNTA4OCJ9&actual-format=23,24,0,0
1675427218450,18,/api/v1/utils/xray/batch?p=resplash&pgid=ldje8xbz.h6&o_v=1113-2 700,200,OK,Thread Group 1-1,bin,true,,7566,2730,1,1,https://mail.ru/api/v1/utils/xray/batch?p=resplash&pgid=ldje8xbz.h6&o_v=1113,18,0,0
1675427218468,62,/sb1283825.gif-2 701,200,OK,Thread Group 1-1,bin,true,,553,997,1,1,https://rs.mail.ru/sb1283825.gif?sz=15&_=1675939334217,62,0,51
1675427218531,13,/pxt?pxn=weather_click&_=1675163235973&experimentId=undefined&sitezone=15&segment=undefined&page_id=16756778848061675439664136&user_hash=&email=&mpop=2&count_of_email=0&platform=desktop&version=resplash&extern=https%3A%2F%2Fpogoda.mail.ru%2Fprognoz%2Fmoskva%2F-2 702,204,No Content,Thread Group 1-1,,true,,103,736,1,1,https://fmdata.imgsmail.ru/pxt?pxn=weather_click&_=1675163235973&experimentId=undefined&sitezone=15&segment=undefined&page_id=16756778848061675439664136&user_hash=&email=&mpop=2&count_of_email=0&platform=desktop&version=resplash&extern=https%3A%2F%2Fpogoda.mail.ru%2Fprognoz%2Fmoskva%2F,0,0,0
1675427218545,20,/tracker-2 703,200,OK,Thread Group 1-1,bin,true,,1216,1577,1,1,https://top-fwz1.mail.ru/tracker?js=13;id=3217024;u=https%3A//mail.ru/;st=1675118405537;title=Mail.ru%3A%20%D0%BF%D0%BE%D1%87%D1%82%D0%B0%2C%20%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82%D0%B5%2C%20%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8%2C%20%D0%B8%D0%B3%D1%80%D1%8B;s=1536*864;vp=1519*739;touch=0;hds=1.25;frame=0;flash=;sid=3054a4372830f5d8;ver=60.3.0;tz=-180%2FEurope%2FMoscow;ni=;detect=0;lvid=1675118405151%3A1675118411903%3A7%3A65367dbbb091a4dd33da7198dc8b1389;opts=jst-ym;visible=true;_=0.033332574928799485;e=CE%3A/_click%3Boutgoing%3Bhttps%3A//pogoda.mail.ru/prognoz/moskva/,20,0,0
1675427218566,16,/api/v1/utils/xray/batch?p=resplash&pgid=ldje8xbz.h6&o_v=1113-2 705,200,OK,Thread Group 1-1,bin,true,,7564,1726,1,1,https://mail.ru/api/v1/utils/xray/batch?p=resplash&pgid=ldje8xbz.h6&o_v=1113,16,0,0
1675427218583,126,/prognoz/moskva/-2 704,200,OK,Thread Group 1-1,text,true,,54232,1095,1,1,https://pogoda.mail.ru/prognoz/moskva/,120,0,86
1675427218710,22,/-/eafc108/bem/web-old/web.bundles/common/_common.css-2 706,200,OK,Thread Group 1-1,text,true,,29870,1035,1,1,https://pogoda.mail.ru/-/eafc108/bem/web-old/web.bundles/common/_common.css,21,0,0
1675427218733,12,/-/eafc108/js/cmpld/web-old/head.js-2 707,200,OK,Thread Group 1-1,text,true,,4096,1003,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/web-old/head.js,11,0,0
1675427218745,23,/recostream_pxt?qid=20a414ee02bf57d7&split=3&meta_info=eJzjkuAS4xIpSs1JLIhPyy%2BKL04uys%2FJSUzKSeWS5ZLmkoTIJOfn5qYWJWcm5sSnlebklKRWlHD5cYlziYYUJabl5KPplDLmYBBgkGBQYNBgMGCwYHBg8GAIYIhgSGDIYChgaGBk7GLk4NjDKOAm0aQ9gZFxByPDAUYGLh8uUS7h5Pzi3Pz43MTMvPiS1NyCnMQS0k1jBJlmz8XBxQZxHXnOCeCS5BKHeZZSD4Kd5MUlzCWI5MHyxKLc0gLyzIrlUuNSwRJY8eWZJRnxkEgrSS0uKSbPeH8uYLLIL0pPzMtMporfI7gUueQh7oWHKXWcimRyQWJRSV5qUXF8CTDe04AuT61IzkjMSyfLzYxcvqCcgebmgqL8XNITFMihUuIcNyd19i9e0bZXWmD6t3tNS9mUWExNDcwUjlzcoAQAUmXaDw%3D%3D&uh_vid=F7tXUDIAAAAPOpfpIIerOqhR3fl0lLPnXSLFzOXDkEJvMIetpkabMA2fxlzZSHXnP6YggC1tdNvDDsQw&cold_lenta=true&meta_type=hit&p=end&page_id=6937484809165791675118405873&stream_id=lenta_main_mail_ru_v1&reco_session_id=d7ac4563d84747&_=1675118412269-2 720,204,No Content,Thread Group 1-1,,true,,242,1216,1,1,https://likemore-go.imgsmail.ru/recostream_pxt?qid=20a414ee02bf57d7&split=3&meta_info=eJzjkuAS4xIpSs1JLIhPyy%2BKL04uys%2FJSUzKSeWS5ZLmkoTIJOfn5qYWJWcm5sSnlebklKRWlHD5cYlziYYUJabl5KPplDLmYBBgkGBQYNBgMGCwYHBg8GAIYIhgSGDIYChgaGBk7GLk4NjDKOAm0aQ9gZFxByPDAUYGLh8uUS7h5Pzi3Pz43MTMvPiS1NyCnMQS0k1jBJlmz8XBxQZxHXnOCeCS5BKHeZZSD4Kd5MUlzCWI5MHyxKLc0gLyzIrlUuNSwRJY8eWZJRnxkEgrSS0uKSbPeH8uYLLIL0pPzMtMporfI7gUueQh7oWHKXWcimRyQWJRSV5qUXF8CTDe04AuT61IzkjMSyfLzYxcvqCcgebmgqL8XNITFMihUuIcNyd19i9e0bZXWmD6t3tNS9mUWExNDcwUjlzcoAQAUmXaDw%3D%3D&uh_vid=F7tXUDIAAAAPOpfpIIerOqhR3fl0lLPnXSLFzOXDkEJvMIetpkabMA2fxlzZSHXnP6YggC1tdNvDDsQw&cold_lenta=true&meta_type=hit&p=end&page_id=6937484809165791675118405873&stream_id=lenta_main_mail_ru_v1&reco_session_id=d7ac4563d84747&_=1675118412269,0,0,0
1675427218769,132,/fonts/roboto/1.0.1/roboto.deg.css-2 715,200,OK,Thread Group 1-1,text,true,,496,421,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/roboto.deg.css,132,0,121
1675427218902,36,/fonts/roboto/1.0.1/roboto_700.woff2-2 710,200,OK,Thread Group 1-1,text,true,,65116,499,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/roboto_700.woff2,28,0,0
1675427218938,27,/fonts/roboto/1.0.1/roboto_700.woff-2 709,200,OK,Thread Group 1-1,text,true,,86485,498,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/roboto_700.woff,14,0,0
1675427218966,26,/-/eafc108/js/cmpld/react/media.js-2 721,200,OK,Thread Group 1-1,text,true,,15497,1002,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/react/media.js,25,0,0
1675427218992,25,/-/eafc108/js/cmpld/react/media.css-2 714,200,OK,Thread Group 1-1,text,true,,23449,1017,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/react/media.css,23,0,0
1675427219018,23,/js/jquery/3.4.1/jquery-3.4.1.min.js-2 718,200,OK,Thread Group 1-1,text,true,,30944,409,1,1,https://mcdn.imgsmail.ru/js/jquery/3.4.1/jquery-3.4.1.min.js,21,0,0
1675427219041,20,/-/eafc108/js/cmpld/web-old/fast-slot.js-2 717,200,OK,Thread Group 1-1,text,true,,33335,1008,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/web-old/fast-slot.js,18,0,0
1675427219062,26,/fonts/roboto/1.0.1/robotoslab_300.woff-2 713,200,OK,Thread Group 1-1,text,true,,86202,502,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/robotoslab_300.woff,16,0,0
1675427219089,36,/-/eafc108/js/cmpld/web-old/base.js-2 719,200,OK,Thread Group 1-1,text,true,,67762,1003,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/web-old/base.js,29,0,0
1675427219125,26,/-/eafc108/js/cmpld/web-old/common.js-2 716,200,OK,Thread Group 1-1,text,true,,55502,1005,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/web-old/common.js,18,0,0
1675427219152,25,/-/eafc108/js/cmpld/react/vendor-react.js-2 722,200,OK,Thread Group 1-1,text,true,,43103,1009,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/react/vendor-react.js,22,0,0
1675427219177,21,/fonts/roboto/1.0.1/roboto_400.woff2-2 711,200,OK,Thread Group 1-1,text,true,,64956,499,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/roboto_400.woff2,14,0,0
1675427219198,22,/fonts/roboto/1.0.1/robotoslab_300.woff2-2 712,200,OK,Thread Group 1-1,text,true,,68200,503,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/robotoslab_300.woff2,14,0,0
1675427219220,32,/fonts/roboto/1.0.1/roboto_400.woff-2 708,200,OK,Thread Group 1-1,text,true,,86068,498,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/roboto_400.woff,20,0,0
1675427219253,20,/fonts/roboto/1.0.1/robotoslab_700.woff2-2 723,200,OK,Thread Group 1-1,text,true,,27280,503,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/robotoslab_700.woff2,19,0,0
1675427219274,18,/fonts/roboto/1.0.1/robotoslab_700.woff-2 724,200,OK,Thread Group 1-1,text,true,,33384,502,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/robotoslab_700.woff,15,0,0
1675427219292,15,/un-2 725,200,OK,Thread Group 1-1,bin,true,,692,1093,1,1,https://rs.mail.ru/un?uniq=WggDAHBd7gMB8B4BUsF0BAA4BwE83GgCAQgAAQ==&euniq=WwgDAK6wAQADCAABrrABAAMBhAF7EwAACQgAAQ==&rnd=748438539,15,0,0
1675427219308,10,/d225088.gif-2 727,200,OK,Thread Group 1-1,bin,true,,660,1063,1,1,https://rs.mail.ru/d225088.gif?rnd=670269506&ts=1675118412,10,0,0
1675427219318,16,/d86078437.gif-2 730,200,OK,Thread Group 1-1,bin,true,,660,1077,1,1,https://rs.mail.ru/d86078437.gif?sz=14&rnd=117402552&ts=1675118412&sz=14,16,0,0
1675427219334,67,/cm.gif-2 731,200,OK,Thread Group 1-1,bin,true,,1045,1851,1,1,https://an.yandex.ru/mapuid/mytargetdspis/2461f7cbd6b1c831,47,0,38
1675427219334,47,/cm.gif-2 731-0,302,Moved Temporarily,Thread Group 1-1,text,true,,517,1036,1,1,https://ad.mail.ru/cm.gif?p=123,47,0,38
1675427219381,20,/cm.gif-2 731-1,200,OK,Thread Group 1-1,bin,true,,528,815,1,1,https://an.yandex.ru/mapuid/mytargetdspis/2461f7cbd6b1c831,20,0,0
1675427219402,16,/pixel/AACd9QGaGAkVvCasAK4mZKhfQ9YWcKhzpPJuo9HhijGIjqbIlyKvs85TCIR23zrSN4pVjIesqvl1segx6jJL3eoqCnYtoveFtqV5EFPfcvzCumD6QY6_hAmghVYq_rvfqYdJ7bthQgQnThuDCc4yEqKb9i9rdgDOurjkFJxk5IrWkHuKiVH45hA4AAAA9caMDlhcTIwVoPavKqVoMKNsKMfellOx9rk4FNrA6pKFOtgUEH84VMSEmQnzzbKOKljeLqBnyVlrZIyCShEp5Q.gif-2 733,200,OK,Thread Group 1-1,bin,true,,585,1308,1,1,https://rs.mail.ru/pixel/AACd9QGaGAkVvCasAK4mZKhfQ9YWcKhzpPJuo9HhijGIjqbIlyKvs85TCIR23zrSN4pVjIesqvl1segx6jJL3eoqCnYtoveFtqV5EFPfcvzCumD6QY6_hAmghVYq_rvfqYdJ7bthQgQnThuDCc4yEqKb9i9rdgDOurjkFJxk5IrWkHuKiVH45hA4AAAA9caMDlhcTIwVoPavKqVoMKNsKMfellOx9rk4FNrA6pKFOtgUEH84VMSEmQnzzbKOKljeLqBnyVlrZIyCShEp5Q.gif,16,0,0
1675427219420,147,/p/5ce34ed4-faa9-5739-bd78-1c1b0a9c8436/AQAG7xVwXTCEQQoIDJWn-tjLjqygcfDodYOi2C7h0x4IIN1mnI00RD6fGHnKEKKDT88hVZlVXs04ZFgRFVzHlPplq5w.jpg-2 728,200,OK,Thread Group 1-1,bin,true,,1812,1163,1,1,https://resizer.mail.ru/p/5ce34ed4-faa9-5739-bd78-1c1b0a9c8436/AQAG7xVwXTCEQQoIDJWn-tjLjqygcfDodYOi2C7h0x4IIN1mnI00RD6fGHnKEKKDT88hVZlVXs04ZFgRFVzHlPplq5w.jpg,147,0,136
1675427219569,59,/prev80x60/pic/9e/cc/main54830951_141bfa59d1c2a13551fd678ce3b6f3d6.jpeg-2 729,200,OK,Thread Group 1-1,bin,true,,1754,1103,1,1,https://retina.news.mail.ru/prev80x60/pic/9e/cc/main54830951_141bfa59d1c2a13551fd678ce3b6f3d6.jpeg,59,0,50
1675427219629,80,/prev80x60/pic/98/3f/main52625016_572b49d7585282740aeb1a7fb6da1076.jpg-2 726,200,OK,Thread Group 1-1,bin,true,,2305,1102,1,1,https://retina.news.mail.ru/prev80x60/pic/98/3f/main52625016_572b49d7585282740aeb1a7fb6da1076.jpg,80,0,0
1675427219709,13,/i1590.gif-2 732,200,OK,Thread Group 1-1,bin,true,,515,1033,1,1,https://ad.mail.ru/i1590.gif,13,0,0
1675427219723,11,/-/eafc108/js/cmpld/react/common/RlimitApp/client.js-2 734,200,OK,Thread Group 1-1,text,true,,2759,1068,1,1,https://pogoda.mail.ru/-/eafc108/js/cmpld/react/common/RlimitApp/client.js,11,0,0
1675427219734,14,/prev80x60/pic/fc/18/main40392919_f68b1a2f7deff6264fa052c2a53803b1.jpg-2 735,200,OK,Thread Group 1-1,bin,true,,2795,1110,1,1,https://retina.news.mail.ru/prev80x60/pic/fc/18/main40392919_f68b1a2f7deff6264fa052c2a53803b1.jpg,14,0,0
1675427219748,15,/pixel/AACd9QGaGAkVvCasAK4mZKhfQ9YWcKhzpPJuo9HhijGIjqbIlyKvs85TCIR23zrSN4pVjIesqvl1segx6jJL3eoqCnYtoveFtqV5EFPfcvzCumD6QY6_hAmghVYq_rvfqYdJ7bthQgQnThuDCc4yEqKb9i9rdgDOurjkFJxk5IrWkHuKiezNKgs1AAAA1R9ihQyEoVWaontjj0kEtwEz2F79THX797sZHBMa9KBTbHkqx92kjQVs1H_HDaH-wsomnF0cX5Djgq9TGGHtLw.gif-2 736,200,OK,Thread Group 1-1,bin,true,,784,1316,1,1,https://rs.mail.ru/pixel/AACd9QGaGAkVvCasAK4mZKhfQ9YWcKhzpPJuo9HhijGIjqbIlyKvs85TCIR23zrSN4pVjIesqvl1segx6jJL3eoqCnYtoveFtqV5EFPfcvzCumD6QY6_hAmghVYq_rvfqYdJ7bthQgQnThuDCc4yEqKb9i9rdgDOurjkFJxk5IrWkHuKiezNKgs1AAAA1R9ihQyEoVWaontjj0kEtwEz2F79THX797sZHBMa9KBTbHkqx92kjQVs1H_HDaH-wsomnF0cX5Djgq9TGGHtLw.gif,15,0,0
1675427219764,46,/img/3E/E63C31.png-2 741,200,OK,Thread Group 1-1,bin,true,,1089,407,1,1,https://r.mradx.net/img/3E/E63C31.png,46,0,37
1675427219810,14,/d3276078.gif-2 737,200,OK,Thread Group 1-1,bin,true,,672,1068,1,1,https://rs.mail.ru/d3276078.gif,14,0,0
1675427219824,10,/img/86/08A214.js-2 738,200,OK,Thread Group 1-1,text,true,,2913,385,1,1,https://r.mradx.net/img/86/08A214.js,10,0,0
1675427219835,29,/img/5E/5E772F.png-2 743,200,OK,Thread Group 1-1,bin,true,,21537,407,1,1,https://r.mradx.net/img/5E/5E772F.png,28,0,0
1675427219865,266,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 740,200,OK,Thread Group 1-1,bin,true,,1788,3528,1,1,"https://b2.mail.ru/count/W9qejI_z8BAb102q1tln9CAwIBTh1G2o0122836NTjLH0000062O2t3qz82G29010i010jW1YeSTw0600V02ZBgIiWQm0mAxFX5hjHTD1Qa7XgwDHmtt2axG1mA15_0_-1Z1YlRieu-y_6E06UaSW1r_q27___y1rIB__t__WIC00000003mFmS0B6DaHV1G17CfLO4Osdaoluh16iOU~1,b2.mail.ru,8206946511675427202,3290579928",159,0,124
1675427219865,159,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 740-0,302,Moved Temporarily,Thread Group 1-1,text,true,,569,1190,1,1,https://b2.mail.ru/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000,159,0,124
1675427220025,16,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 740-1,302,Found,Thread Group 1-1,,true,,754,1020,1,1,"https://bs.yandex.ru/count/W9qejI_z8BAb102q1tln9CAwIBTh1G2o0122836NTjLH0000062O2t3qz82G29010i010jW1YeSTw0600V02ZBgIiWQm0mAxFX5hjHTD1Qa7XgwDHmtt2axG1mA15_0_-1Z1YlRieu-y_6E06UaSW1r_q27___y1rIB__t__WIC00000003mFmS0B6DaHV1G17CfLO4Osdaoluh16iOU~1,b2.mail.ru,,365371691",16,0,0
1675427220042,89,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 740-2,200,OK,Thread Group 1-1,bin,true,,465,1318,1,1,"https://b2.mail.ru/count/W9qejI_z8BAb102q1tln9CAwIBTh1G2o0122836NTjLH0000062O2t3qz82G29010i010jW1YeSTw0600V02ZBgIiWQm0mAxFX5hjHTD1Qa7XgwDHmtt2axG1mA15_0_-1Z1YlRieu-y_6E06UaSW1r_q27___y1rIB__t__WIC00000003mFmS0B6DaHV1G17CfLO4Osdaoluh16iOU~1,b2.mail.ru,8206946511675427202,3290579928",89,0,0
1675427220134,12,/pixel/AACd9QGaGAkVvCasAK4mZKhfQ9YWcKhzpPJuo9HhijGIjqbIlyKvs85TCIR23zrSN4pVjIesqvl1segx6jJL3eoqCnYtoveFtqV5EFPfcvzCumD6QY6_hAmghVYq_rvfqYdJ7bthQgQnThuDCc4yEqKb9i9rdgDOurjkFJxk5IrWkHuKiU2mxxQ8AAAAYM1qRPrxEq7aTe5B0GdUPu5Em-xbzSnHo3dg7lDyJ13TeWPHjV88Cz0LXlDuF-YtIDHLs82s9U7X6xkOqTdCOw.gif-2 746,200,OK,Thread Group 1-1,bin,true,,589,1340,1,1,https://rs.mail.ru/pixel/AACd9QGaGAkVvCasAK4mZKhfQ9YWcKhzpPJuo9HhijGIjqbIlyKvs85TCIR23zrSN4pVjIesqvl1segx6jJL3eoqCnYtoveFtqV5EFPfcvzCumD6QY6_hAmghVYq_rvfqYdJ7bthQgQnThuDCc4yEqKb9i9rdgDOurjkFJxk5IrWkHuKiU2mxxQ8AAAAYM1qRPrxEq7aTe5B0GdUPu5Em-xbzSnHo3dg7lDyJ13TeWPHjV88Cz0LXlDuF-YtIDHLs82s9U7X6xkOqTdCOw.gif,12,0,0
1675427220147,12,/d15565834.gif-2 747,200,OK,Thread Group 1-1,bin,true,,672,1069,1,1,https://rs.mail.ru/d15565834.gif,12,0,0
1675427220159,35,/fonts/roboto/1.0.1/roboto_500.woff2-2 742,200,OK,Thread Group 1-1,text,true,,65680,499,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/roboto_500.woff2,27,0,0
1675427220194,24,/fonts/roboto/1.0.1/robotocondensed_700.woff2-2 739,200,OK,Thread Group 1-1,text,true,,64988,508,1,1,https://mcdn.imgsmail.ru/fonts/roboto/1.0.1/robotocondensed_700.woff2,13,0,0
